# t,x,y,z,qx,qy,qz,qw
1772335367.040400,584.264076,104.950416,135.107422,0.979299,0.197210,0.045565,0.002316
1772335367.070400,584.553993,104.826934,135.125656,0.979325,0.197145,0.045297,0.001913
1772335367.100401,584.843910,104.703635,135.143677,0.979353,0.197085,0.044976,0.001514
1772335367.130402,585.133827,104.580512,135.161514,0.979375,0.197028,0.044750,0.001106
1772335367.160402,585.423744,104.457557,135.179199,0.979398,0.196975,0.044502,0.000704
1772335367.190403,585.713661,104.334777,135.196732,0.979416,0.196926,0.044333,0.000300
1772335367.220403,586.003578,104.212150,135.214127,0.979435,0.196880,0.044110,-0.000089
1772335367.250404,586.293495,104.089675,135.231430,0.979448,0.196837,0.044003,-0.000489
1772335367.280405,586.583412,103.967345,135.248672,0.979463,0.196797,0.043845,-0.000869
1772335367.310405,586.873329,103.845161,135.265778,0.979472,0.196761,0.043803,-0.001262
1772335367.340406,587.163246,103.723106,135.282867,0.979482,0.196728,0.043719,-0.001643
1772335367.370407,587.453407,103.601173,135.299896,0.979487,0.196697,0.043709,-0.002031
1772335367.400407,587.743934,103.479362,135.316833,0.979496,0.196670,0.043628,-0.002408
1772335367.430408,588.034462,103.357650,135.333771,0.979503,0.196649,0.043534,-0.002838
1772335367.460409,588.324989,103.236060,135.350693,0.979512,0.196630,0.043399,-0.003225
1772335367.490409,588.615516,103.114562,135.367477,0.979514,0.196615,0.043384,-0.003658
1772335367.520410,588.906044,102.993156,135.384262,0.979518,0.196603,0.043313,-0.004071
1772335367.550411,589.196571,102.871833,135.400970,0.979517,0.196595,0.043311,-0.004506
1772335367.580411,589.487099,102.750587,135.417603,0.979519,0.196591,0.043232,-0.004943
1772335367.610412,589.777626,102.629417,135.434235,0.979516,0.196592,0.043242,-0.005408
1772335367.640412,590.068153,102.508308,135.450867,0.979515,0.196599,0.043181,-0.005871
1772335367.670413,590.358681,102.387237,135.467392,0.979509,0.196610,0.043208,-0.006366
1772335367.700414,590.649208,102.266235,135.483871,0.979504,0.196628,0.043163,-0.006874
1772335367.730414,590.939735,102.145233,135.500351,0.979495,0.196651,0.043173,-0.007397
1772335367.760415,591.230263,102.024307,135.516830,0.979488,0.196681,0.043090,-0.007921
1772335367.790416,591.520790,101.903381,135.533218,0.979476,0.196718,0.043091,-0.008492
1772335367.820416,591.811317,101.782455,135.549545,0.979466,0.196761,0.043013,-0.009036
1772335367.850417,592.101845,101.661529,135.565872,0.979450,0.196811,0.043011,-0.009621
1772335367.880418,592.392311,101.540603,135.582092,0.979436,0.196869,0.042938,-0.010204
1772335367.910418,592.682228,101.419670,135.598267,0.979417,0.196933,0.042926,-0.010788
1772335367.940419,592.972145,101.298668,135.614441,0.979398,0.197004,0.042893,-0.011347
1772335367.970419,593.262062,101.177658,135.630615,0.979372,0.197081,0.042979,-0.011922
1772335368.000420,593.551979,101.056579,135.646790,0.979349,0.197166,0.042953,-0.012473
1772335368.030421,593.841896,100.935440,135.662964,0.979321,0.197257,0.043019,-0.013034
1772335368.060421,594.131813,100.814239,135.679138,0.979294,0.197357,0.043011,-0.013580
1772335368.090422,594.421730,100.692955,135.695312,0.979263,0.197461,0.043059,-0.014103
1772335368.120423,594.711647,100.571586,135.711411,0.979235,0.197573,0.043025,-0.014592
1772335368.150423,595.001564,100.450111,135.727585,0.979201,0.197690,0.043073,-0.015089
1772335368.180424,595.291481,100.328537,135.743668,0.979170,0.197812,0.043069,-0.015513
1772335368.210425,595.581398,100.206848,135.759842,0.979134,0.197937,0.043177,-0.015930
1772335368.240425,595.871315,100.085037,135.776016,0.979099,0.198067,0.043229,-0.016312
1772335368.270426,596.161232,99.963089,135.792191,0.979062,0.198200,0.043335,-0.016651
1772335368.300426,596.451149,99.841011,135.808365,0.979027,0.198336,0.043380,-0.016950
1772335368.330427,596.741066,99.718796,135.824539,0.978988,0.198473,0.043532,-0.017217
1772335368.360428,597.030983,99.596435,135.840729,0.978952,0.198612,0.043621,-0.017426
1772335368.390428,597.320900,99.473930,135.857056,0.978912,0.198750,0.043820,-0.017617
1772335368.420429,597.610817,99.351265,135.873383,0.978873,0.198890,0.043982,-0.017762
1772335368.450430,597.900734,99.228439,135.889709,0.978833,0.199028,0.044212,-0.017869
1772335368.480430,598.190651,99.105461,135.906082,0.978796,0.199167,0.044372,-0.017926
1772335368.510431,598.480568,98.982315,135.922562,0.978755,0.199303,0.044645,-0.017972
1772335368.540431,598.770485,98.859009,135.939041,0.978718,0.199439,0.044853,-0.017968
1772335368.570432,599.060402,98.735542,135.955521,0.978677,0.199571,0.045164,-0.017955
1772335368.600433,599.350319,98.611916,135.972061,0.978639,0.199703,0.045428,-0.017911
1772335368.630434,599.640236,98.488113,135.988693,0.978599,0.199831,0.045749,-0.017850
1772335368.660434,599.930153,98.364151,136.005325,0.978563,0.199958,0.046000,-0.017763
1772335368.690435,600.220070,98.240028,136.021957,0.978523,0.200082,0.046347,-0.017678
1772335368.720435,600.509987,98.115746,136.038589,0.978487,0.200205,0.046618,-0.017571
1772335368.747436,600.770912,98.003754,136.053558,0.978449,0.200312,0.046967,-0.017494
1772335368.768436,600.973854,97.916565,136.065201,0.978426,0.200396,0.047129,-0.017411
1772335368.789437,601.176796,97.829285,136.076843,0.978395,0.200476,0.047445,-0.017363
1772335368.819438,601.466713,97.704476,136.093597,0.978351,0.200590,0.047899,-0.017292
1772335368.849438,601.756630,97.579498,136.110382,0.978307,0.200702,0.048340,-0.017233
1772335368.879439,602.046547,97.454361,136.127197,0.978267,0.200814,0.048720,-0.017162
1772335368.909440,602.336464,97.329064,136.144135,0.978222,0.200924,0.049169,-0.017124
1772335368.939440,602.626381,97.203606,136.161072,0.978182,0.201035,0.049527,-0.017076
1772335368.969441,602.916298,97.077980,136.178009,0.978137,0.201144,0.049968,-0.017067
1772335368.999441,603.206215,96.952194,136.195068,0.978097,0.201255,0.050316,-0.017047
1772335369.029442,603.496742,96.826241,136.212158,0.978052,0.201365,0.050753,-0.017065
1772335369.059443,603.787270,96.700127,136.229294,0.978012,0.201480,0.051051,-0.017117
1772335369.089443,604.077797,96.573845,136.246536,0.977972,0.201595,0.051343,-0.017174
1772335369.119444,604.368324,96.447396,136.263779,0.977933,0.201712,0.051594,-0.017239
1772335369.146445,604.629799,96.333451,136.279266,0.977894,0.201818,0.051899,-0.017327
1772335369.167445,604.833168,96.244728,136.291229,0.977870,0.201902,0.052010,-0.017365
1772335369.188445,605.036659,96.155922,136.303284,0.977837,0.201985,0.052280,-0.017449
1772335369.218446,605.327797,96.028908,136.320526,0.977787,0.202103,0.052711,-0.017582
1772335369.248447,605.618935,95.901711,136.337769,0.977746,0.202230,0.052935,-0.017724
1772335369.278447,605.910073,95.774338,136.355011,0.977709,0.202357,0.053085,-0.017827
1772335369.308448,606.201210,95.646782,136.372253,0.977669,0.202487,0.053297,-0.017959
1772335369.338449,606.492409,95.519051,136.389496,0.977635,0.202618,0.053392,-0.018037
1772335369.368449,606.784157,95.391129,136.406647,0.977597,0.202751,0.053537,-0.018144
1772335369.398450,607.075905,95.263031,136.423660,0.977570,0.202891,0.053478,-0.018224
1772335369.428451,607.367653,95.134751,136.440552,0.977541,0.203032,0.053437,-0.018314
1772335369.458451,607.659401,95.006287,136.457245,0.977518,0.203176,0.053292,-0.018361
1772335369.488452,607.951149,94.877656,136.473724,0.977493,0.203321,0.053188,-0.018418
1772335369.518452,608.243141,94.748849,136.489960,0.977474,0.203468,0.052971,-0.018437
1772335369.548453,608.535500,94.619858,136.505966,0.977452,0.203618,0.052771,-0.018479
1772335369.578454,608.827858,94.490700,136.521652,0.977441,0.203776,0.052356,-0.018525
1772335369.608454,609.120217,94.361375,136.537048,0.977426,0.203933,0.052009,-0.018552
1772335369.638455,609.412575,94.231888,136.552048,0.977417,0.204096,0.051531,-0.018581
1772335369.668456,609.704934,94.102242,136.566696,0.977404,0.204260,0.051101,-0.018630
1772335369.698456,609.997292,93.972436,136.580917,0.977396,0.204429,0.050571,-0.018671
1772335369.725457,610.260414,93.855469,136.593399,0.977383,0.204583,0.050158,-0.018754
1772335369.746457,610.465065,93.764413,136.602859,0.977381,0.204709,0.049679,-0.018801
1772335369.767458,610.669716,93.673280,136.612137,0.977369,0.204834,0.049346,-0.018908
1772335369.797458,610.962075,93.542954,136.625031,0.977350,0.205019,0.048875,-0.019098
1772335369.827459,611.254433,93.412469,136.637558,0.977332,0.205212,0.048330,-0.019336
1772335369.857460,611.546791,93.281831,136.649719,0.977315,0.205412,0.047729,-0.019593
1772335369.887460,611.839150,93.151017,136.661606,0.977287,0.205615,0.047296,-0.019885
1772335369.917461,612.131508,93.020036,136.673111,0.977266,0.205839,0.046560,-0.020316
1772335369.947462,612.423867,92.888894,136.684250,0.977238,0.206068,0.045947,-0.020753
1772335369.977462,612.716225,92.757577,136.694977,0.977209,0.206312,0.045210,-0.021281
1772335370.007463,613.008583,92.626084,136.705353,0.977173,0.206567,0.044546,-0.021872
1772335370.037464,613.300942,92.494401,136.715363,0.977136,0.206835,0.043815,-0.022484
1772335370.067464,613.593056,92.362527,136.725052,0.977090,0.207114,0.043158,-0.023179
1772335370.097465,613.884804,92.230439,136.734421,0.977043,0.207408,0.042410,-0.023871
1772335370.127465,614.176552,92.098138,136.743500,0.976985,0.207708,0.041859,-0.024588
1772335370.157466,614.468300,91.965615,136.752274,0.976928,0.208024,0.041199,-0.025311
1772335370.187467,614.760048,91.832849,136.760818,0.976864,0.208353,0.040592,-0.026056
1772335370.217467,615.051308,91.699830,136.769119,0.976800,0.208693,0.039924,-0.026746
1772335370.247468,615.342446,91.566560,136.777191,0.976729,0.209041,0.039374,-0.027425
1772335370.277469,615.633584,91.433023,136.785019,0.976657,0.209400,0.038810,-0.028053
1772335370.307469,615.924477,91.299211,136.792618,0.976582,0.209768,0.038276,-0.028625
1772335370.337470,616.215004,91.165116,136.800003,0.976511,0.210147,0.037638,-0.029132
1772335370.367471,616.505532,91.030732,136.807159,0.976433,0.210528,0.037162,-0.029576
1772335370.397471,616.795693,90.896058,136.814072,0.976359,0.210918,0.036620,-0.029923
1772335370.427472,617.085610,90.761087,136.820786,0.976282,0.211310,0.036167,-0.030227
1772335370.457473,617.375466,90.625817,136.827255,0.976206,0.211706,0.035730,-0.030421
1772335370.487473,617.664773,90.490243,136.833542,0.976129,0.212103,0.035358,-0.030578
1772335370.514474,617.925149,90.367959,136.839035,0.976060,0.212461,0.035052,-0.030629
1772335370.535474,618.127480,90.272683,136.843201,0.976006,0.212741,0.034827,-0.030663
1772335370.556475,618.329568,90.177255,136.847260,0.975951,0.213021,0.034647,-0.030677
1772335370.586475,618.618264,90.040658,136.852921,0.975874,0.213417,0.034447,-0.030592
1772335370.616476,618.906533,89.903772,136.858414,0.975800,0.213818,0.034156,-0.030483
1772335370.646477,619.194619,89.766580,136.863754,0.975725,0.214216,0.033932,-0.030336
1772335370.676477,619.482400,89.629083,136.868942,0.975652,0.214610,0.033753,-0.030120
1772335370.706478,619.769875,89.491296,136.873962,0.975575,0.215004,0.033625,-0.029924
1772335370.736479,620.057168,89.353212,136.878845,0.975500,0.215394,0.033531,-0.029667
1772335370.766479,620.344033,89.214845,136.883621,0.975424,0.215782,0.033468,-0.029428
1772335370.796480,620.630837,89.076188,136.888351,0.975349,0.216167,0.033416,-0.029140
1772335370.826480,620.917092,88.937250,136.892929,0.975270,0.216549,0.033458,-0.028905
1772335370.856481,621.203347,88.798036,136.897385,0.975194,0.216931,0.033431,-0.028622
1772335370.886482,621.489052,88.658548,136.901810,0.975113,0.217308,0.033540,-0.028404
1772335370.916482,621.774697,88.518793,136.906235,0.975034,0.217685,0.033610,-0.028156
1772335370.946483,622.059975,88.378755,136.910660,0.974951,0.218058,0.033781,-0.027946
1772335370.976484,622.345010,88.238466,136.915085,0.974870,0.218433,0.033847,-0.027732
1772335371.006484,622.629922,88.097917,136.919510,0.974785,0.218803,0.034069,-0.027558
1772335371.036485,622.914345,87.957094,136.923935,0.974702,0.219177,0.034155,-0.027400
1772335371.066485,623.198769,87.816011,136.928360,0.974615,0.219546,0.034410,-0.027241
1772335371.096486,623.482766,87.674676,136.932785,0.974528,0.219919,0.034553,-0.027150
1772335371.126487,623.766579,87.533090,136.937210,0.974441,0.220291,0.034736,-0.027026
1772335371.156487,624.050332,87.391244,136.941635,0.974353,0.220665,0.034892,-0.026931
1772335371.186488,624.333535,87.249147,136.946060,0.974264,0.221040,0.035054,-0.026869
1772335371.216489,624.616738,87.106798,136.950546,0.974177,0.221416,0.035168,-0.026784
1772335371.246489,624.899697,86.964189,136.955078,0.974086,0.221793,0.035354,-0.026745
1772335371.276490,625.182290,86.821329,136.959503,0.973998,0.222176,0.035383,-0.026725
1772335371.306491,625.464883,86.678217,136.963928,0.973907,0.222555,0.035545,-0.026656
1772335371.336491,625.747048,86.534876,136.968353,0.973819,0.222942,0.035547,-0.026641
1772335371.366492,626.029031,86.391275,136.972748,0.973730,0.223328,0.035595,-0.026608
1772335371.396492,626.311013,86.247431,136.977020,0.973641,0.223716,0.035631,-0.026564
1772335371.426493,626.592446,86.103349,136.981277,0.973551,0.224106,0.035649,-0.026544
1772335371.456494,626.873818,85.959024,136.985397,0.973462,0.224499,0.035621,-0.026502
1772335371.486495,627.155190,85.814462,136.989487,0.973372,0.224891,0.035657,-0.026453
1772335371.516495,627.435952,85.669657,136.993454,0.973286,0.225290,0.035516,-0.026403
1772335371.546496,627.716714,85.524614,136.997299,0.973197,0.225683,0.035542,-0.026313
1772335371.573496,627.969338,85.393877,137.000626,0.973119,0.226042,0.035427,-0.026249
1772335371.594497,628.165444,85.292063,137.003189,0.973056,0.226319,0.035425,-0.026204
1772335371.615497,628.361550,85.190134,137.005646,0.972992,0.226595,0.035461,-0.026156
1772335371.645498,628.641702,85.044329,137.009125,0.972901,0.226989,0.035506,-0.026060
1772335371.675498,628.921426,84.898287,137.012482,0.972814,0.227384,0.035463,-0.025934
1772335371.705499,629.200967,84.752024,137.015793,0.972725,0.227777,0.035475,-0.025800
1772335371.735500,629.480508,84.605532,137.018997,0.972637,0.228167,0.035497,-0.025617
1772335371.765500,629.759500,84.458818,137.022079,0.972550,0.228557,0.035510,-0.025443
1772335371.795501,630.038430,84.311884,137.025116,0.972466,0.228944,0.035478,-0.025196
1772335371.825502,630.317361,84.164736,137.028015,0.972379,0.229326,0.035568,-0.024973
1772335371.855502,630.595681,84.017382,137.030777,0.972297,0.229709,0.035528,-0.024704
1772335371.885503,630.874002,83.869814,137.033524,0.972211,0.230082,0.035671,-0.024424
1772335371.915504,631.152322,83.722040,137.036133,0.972127,0.230455,0.035723,-0.024144
1772335371.945504,631.430032,83.574068,137.038727,0.972044,0.230823,0.035820,-0.023846
1772335371.972505,631.679971,83.440729,137.040985,0.971973,0.231153,0.035822,-0.023546
1772335371.993505,631.874368,83.336916,137.042694,0.971911,0.231402,0.036009,-0.023344
1772335372.014506,632.068704,83.233011,137.044403,0.971850,0.231650,0.036195,-0.023166
1772335372.044506,632.345803,83.084406,137.046844,0.971767,0.232003,0.036349,-0.022860
1772335372.074507,632.622903,82.935633,137.049286,0.971685,0.232351,0.036507,-0.022536
1772335372.104508,632.900003,82.786677,137.051727,0.971601,0.232694,0.036732,-0.022247
1772335372.134508,633.176736,82.637545,137.054169,0.971523,0.233036,0.036825,-0.021935
1772335372.164509,633.453225,82.488245,137.056610,0.971442,0.233373,0.037001,-0.021660
1772335372.194510,633.729714,82.338785,137.059052,0.971363,0.233705,0.037160,-0.021345
1772335372.224510,634.006204,82.189165,137.061386,0.971282,0.234035,0.037332,-0.021107
1772335372.254511,634.282205,82.039393,137.063675,0.971207,0.234364,0.037378,-0.020835
1772335372.284512,634.558084,81.889467,137.065964,0.971128,0.234688,0.037520,-0.020607
1772335372.314512,634.833963,81.739390,137.068253,0.971051,0.235008,0.037635,-0.020360
1772335372.344513,635.109841,81.589175,137.070541,0.970972,0.235327,0.037767,-0.020176
1772335372.374513,635.385354,81.438822,137.072830,0.970899,0.235646,0.037781,-0.019977
1772335372.404514,635.660623,81.288332,137.074966,0.970821,0.235962,0.037885,-0.019825
1772335372.434515,635.935891,81.137713,137.077103,0.970746,0.236273,0.037966,-0.019634
1772335372.464515,636.211160,80.986956,137.079239,0.970669,0.236585,0.038057,-0.019505
1772335372.494516,636.486428,80.836077,137.081223,0.970596,0.236896,0.038055,-0.019362
1772335372.524517,636.761087,80.685061,137.083206,0.970521,0.237204,0.038111,-0.019254
1772335372.554517,637.035745,80.533938,137.085190,0.970447,0.237510,0.038150,-0.019123
1772335372.584518,637.310403,80.382685,137.087128,0.970371,0.237812,0.038279,-0.019006
1772335372.614519,637.585061,80.231318,137.088959,0.970300,0.238115,0.038259,-0.018878
1772335372.644519,637.859597,80.079836,137.090790,0.970226,0.238414,0.038315,-0.018762
1772335372.674520,638.133645,79.928233,137.092499,0.970157,0.238713,0.038278,-0.018631
1772335372.704520,638.407693,79.776522,137.094177,0.970082,0.239003,0.038427,-0.018463
1772335372.734521,638.681741,79.624705,137.095856,0.970011,0.239294,0.038483,-0.018320
1772335372.764522,638.955789,79.472773,137.097458,0.969941,0.239579,0.038579,-0.018133
1772335372.794522,639.229776,79.320742,137.098984,0.969874,0.239864,0.038575,-0.017949
1772335372.821523,639.475869,79.183817,137.100357,0.969812,0.240113,0.038661,-0.017760
1772335372.842523,639.667276,79.077273,137.101334,0.969769,0.240306,0.038631,-0.017569
1772335372.863524,639.858682,78.970675,137.102295,0.969719,0.240493,0.038808,-0.017401
1772335372.893524,640.132119,78.818316,137.103668,0.969648,0.240755,0.039054,-0.017152
1772335372.923525,640.405557,78.665858,137.105042,0.969582,0.241012,0.039237,-0.016868
1772335372.953526,640.678994,78.513316,137.106415,0.969519,0.241264,0.039370,-0.016555
1772335372.983526,640.952188,78.360690,137.107788,0.969457,0.241508,0.039554,-0.016221
1772335373.013527,641.225015,78.207987,137.109161,0.969399,0.241747,0.039661,-0.015844
1772335373.043528,641.497842,78.055216,137.110504,0.969339,0.241972,0.039919,-0.015414
1772335373.073528,641.770669,77.902384,137.111725,0.969285,0.242192,0.040071,-0.014964
1772335373.103529,642.043496,77.749491,137.112946,0.969232,0.242402,0.040266,-0.014465
1772335373.133530,642.316324,77.596537,137.114166,0.969184,0.242605,0.040377,-0.013970
1772335373.163530,642.589151,77.443568,137.115387,0.969135,0.242796,0.040570,-0.013441
1772335373.193531,642.861978,77.290538,137.116455,0.969093,0.242979,0.040677,-0.012886
1772335373.223531,643.134805,77.137492,137.117523,0.969051,0.243151,0.040827,-0.012318
1772335373.253532,643.407510,76.984446,137.118500,0.969015,0.243313,0.040876,-0.011703
1772335373.283533,643.679727,76.831401,137.119415,0.968980,0.243462,0.041016,-0.011062
1772335373.313534,643.951944,76.678355,137.120193,0.968947,0.243600,0.041150,-0.010403
1772335373.343534,644.224161,76.525309,137.120956,0.968913,0.243724,0.041373,-0.009730
1772335373.373535,644.496377,76.372302,137.121719,0.968887,0.243838,0.041463,-0.009031
1772335373.403535,644.768594,76.219333,137.122330,0.968861,0.243938,0.041638,-0.008328
1772335373.433536,645.040811,76.066417,137.122925,0.968842,0.244029,0.041692,-0.007603
1772335373.463537,645.313028,75.913562,137.123383,0.968823,0.244104,0.041818,-0.006859
1772335373.493537,645.585245,75.760783,137.123764,0.968810,0.244170,0.041852,-0.006128
1772335373.523538,645.857461,75.608088,137.124069,0.968796,0.244221,0.041960,-0.005382
1772335373.553539,646.129678,75.455493,137.124268,0.968789,0.244260,0.041986,-0.004619
1772335373.583539,646.401895,75.303012,137.124390,0.968783,0.244286,0.042061,-0.003876
1772335373.613540,646.674112,75.150653,137.124390,0.968784,0.244299,0.042035,-0.003097
1772335373.643540,646.946329,74.998431,137.124313,0.968784,0.244298,0.042085,-0.002332
1772335373.673541,647.218545,74.846362,137.124130,0.968790,0.244286,0.042053,-0.001577
1772335373.703542,647.490762,74.694453,137.123825,0.968795,0.244259,0.042104,-0.000824
1772335373.733542,647.762979,74.542720,137.123367,0.968808,0.244220,0.042050,-0.000069
1772335373.763543,648.035196,74.391185,137.122879,0.968819,0.244168,0.042090,0.000676
1772335373.793544,648.307413,74.239841,137.122269,0.968837,0.244104,0.042025,0.001426
1772335373.823544,648.579630,74.088710,137.121536,0.968855,0.244025,0.042047,0.002171
1772335373.853545,648.851846,73.937808,137.120743,0.968878,0.243936,0.041986,0.002886
1772335373.883546,649.124551,73.787143,137.119827,0.968900,0.243833,0.042019,0.003598
1772335373.913546,649.397379,73.636729,137.118790,0.968931,0.243720,0.041890,0.004271
1772335373.943547,649.670206,73.486568,137.117691,0.968963,0.243594,0.041807,0.004931
1772335373.973547,649.943033,73.336688,137.116470,0.969000,0.243457,0.041672,0.005589
1772335374.003548,650.215860,73.187083,137.115128,0.969036,0.243306,0.041632,0.006235
1772335374.033549,650.488687,73.037776,137.113663,0.969076,0.243146,0.041528,0.006849
1772335374.063550,650.761514,72.888774,137.112137,0.969115,0.242973,0.041533,0.007451
1772335374.093550,651.034342,72.740085,137.110519,0.969158,0.242789,0.041484,0.008052
1772335374.123551,651.307169,72.591716,137.108841,0.969201,0.242595,0.041507,0.008598
1772335374.153551,651.579996,72.443691,137.107162,0.969250,0.242389,0.041461,0.009155
1772335374.183552,651.852823,72.296001,137.105453,0.969296,0.242174,0.041526,0.009679
1772335374.213553,652.125650,72.148670,137.103622,0.969347,0.241948,0.041527,0.010175
1772335374.243553,652.399027,72.001689,137.101791,0.969396,0.241713,0.041638,0.010642
1772335374.273554,652.672464,71.855090,137.100006,0.969452,0.241469,0.041629,0.011076
1772335374.303555,652.945902,71.708858,137.098282,0.969509,0.241216,0.041660,0.011464
1772335374.333555,653.219339,71.562992,137.096451,0.969569,0.240953,0.041672,0.011852
1772335374.363556,653.492777,71.417537,137.094620,0.969627,0.240681,0.041794,0.012216
1772335374.393557,653.766214,71.272464,137.092880,0.969689,0.240402,0.041868,0.012535
1772335374.420557,654.012308,71.142223,137.091370,0.969741,0.240144,0.042065,0.012803
1772335374.441557,654.203836,71.041164,137.090195,0.969787,0.239936,0.042122,0.013033
1772335374.462558,654.395670,70.940296,137.089066,0.969827,0.239728,0.042342,0.013201
1772335374.492558,654.669718,70.796543,137.087540,0.969887,0.239425,0.042614,0.013383
1772335374.522559,654.943765,70.653194,137.086136,0.969951,0.239113,0.042842,0.013562
1772335374.552560,655.217813,70.510257,137.084854,0.970016,0.238794,0.043109,0.013726
1772335374.582561,655.491861,70.367733,137.083694,0.970080,0.238470,0.043420,0.013838
1772335374.612561,655.766397,70.225612,137.082687,0.970148,0.238137,0.043680,0.013956
1772335374.642562,656.041056,70.083896,137.081802,0.970216,0.237799,0.043987,0.014028
1772335374.672562,656.315714,69.942600,137.081055,0.970291,0.237457,0.044179,0.014046
1772335374.702563,656.590372,69.801715,137.080444,0.970360,0.237108,0.044532,0.014057
1772335374.732564,656.865396,69.661235,137.079941,0.970434,0.236754,0.044804,0.014040
1772335374.762564,657.140665,69.521160,137.079605,0.970505,0.236397,0.045176,0.013988
1772335374.792565,657.415934,69.381496,137.079376,0.970585,0.236035,0.045370,0.013896
1772335374.822566,657.691202,69.242222,137.079300,0.970659,0.235669,0.045728,0.013806
1772335374.852566,657.967081,69.103359,137.079346,0.970737,0.235300,0.046016,0.013667
1772335374.882567,658.242960,68.964885,137.079498,0.970815,0.234929,0.046319,0.013477
1772335374.912568,658.518839,68.826793,137.079819,0.970895,0.234554,0.046589,0.013305
1772335374.942568,658.795084,68.689083,137.080276,0.970972,0.234178,0.046936,0.013070
1772335374.972569,659.071573,68.551754,137.080826,0.971055,0.233799,0.047181,0.012842
1772335375.002569,659.348062,68.414806,137.081497,0.971136,0.233420,0.047455,0.012555
1772335375.032570,659.624857,68.278232,137.082275,0.971219,0.233040,0.047696,0.012277
1772335375.062571,659.901957,68.142010,137.083191,0.971299,0.232660,0.048019,0.011945
1772335375.092571,660.179056,68.006138,137.084167,0.971385,0.232279,0.048200,0.011602
1772335375.119572,660.428690,67.884151,137.085129,0.971457,0.231938,0.048466,0.011274
1772335375.140572,660.623087,67.789463,137.085876,0.971519,0.231671,0.048549,0.011031
1772335375.161573,660.817484,67.694942,137.086731,0.971575,0.231406,0.048759,0.010747
1772335375.191574,661.095194,67.560192,137.087952,0.971655,0.231030,0.049037,0.010306
1772335375.221574,661.373392,67.425762,137.089294,0.971732,0.230654,0.049372,0.009888
1772335375.251575,661.651712,67.291637,137.090698,0.971818,0.230281,0.049521,0.009428
1772335375.281575,661.930033,67.157818,137.092224,0.971901,0.229909,0.049701,0.008980
1772335375.311576,662.208963,67.024296,137.093750,0.971985,0.229539,0.049836,0.008525
1772335375.341577,662.487894,66.891056,137.095276,0.972070,0.229174,0.049949,0.008029
1772335375.371577,662.766886,66.758099,137.096863,0.972156,0.228810,0.050012,0.007574
1772335375.401578,663.046427,66.625408,137.098480,0.972239,0.228451,0.050120,0.007077
1772335375.431579,663.325968,66.492977,137.100006,0.972328,0.228094,0.050083,0.006609
1772335375.461579,663.605509,66.360798,137.101532,0.972413,0.227742,0.050093,0.006112
1772335375.491580,663.885660,66.228870,137.103012,0.972499,0.227393,0.050054,0.005657
1772335375.521580,664.165812,66.097172,137.104385,0.972585,0.227051,0.049992,0.005135
1772335375.551581,664.445963,65.965710,137.105652,0.972673,0.226710,0.049880,0.004688
1772335375.581582,664.726542,65.834461,137.106873,0.972756,0.226376,0.049830,0.004190
1772335375.611583,665.007303,65.703434,137.107941,0.972844,0.226045,0.049634,0.003736
1772335375.641583,665.288065,65.572605,137.108917,0.972930,0.225722,0.049464,0.003244
1772335375.671584,665.568888,65.441990,137.109741,0.973016,0.225401,0.049264,0.002809
1772335375.701584,665.850260,65.311566,137.110443,0.973096,0.225087,0.049131,0.002337
1772335375.731585,666.131632,65.181317,137.110977,0.973182,0.224779,0.048860,0.001883
1772335375.761586,666.413004,65.051251,137.111359,0.973265,0.224476,0.048621,0.001421
1772335375.791586,666.694376,64.921353,137.111572,0.973349,0.224179,0.048324,0.000998
1772335375.821587,666.976237,64.791622,137.111633,0.973427,0.223888,0.048108,0.000551
1772335375.851588,667.258219,64.662052,137.111511,0.973509,0.223603,0.047759,0.000122
1772335375.881588,667.540201,64.532635,137.111221,0.973589,0.223326,0.047438,-0.000333
1772335375.911589,667.822184,64.403363,137.110748,0.973668,0.223054,0.047095,-0.000751
1772335375.941590,668.104166,64.274235,137.110092,0.973742,0.222789,0.046799,-0.001187
1772335375.971590,668.386149,64.145245,137.109238,0.973819,0.222529,0.046430,-0.001584
1772335376.001591,668.668680,64.016384,137.108231,0.973889,0.222277,0.046141,-0.002015
1772335376.031591,668.951273,63.887646,137.107040,0.973964,0.222032,0.045719,-0.002431
1772335376.061592,669.233866,63.759022,137.105682,0.974035,0.221796,0.045322,-0.002872
1772335376.091593,669.516459,63.630509,137.104126,0.974106,0.221565,0.044901,-0.003283
1772335376.118593,669.770792,63.514943,137.102554,0.974166,0.221364,0.044559,-0.003678
1772335376.148594,670.053385,63.386624,137.100632,0.974226,0.221147,0.044285,-0.004115
1772335376.178595,670.335978,63.258404,137.098648,0.974273,0.220936,0.044258,-0.004618
1772335376.208595,670.618571,63.130265,137.096512,0.974328,0.220733,0.044009,-0.005052
1772335376.238596,670.901163,63.002202,137.094376,0.974377,0.220538,0.043844,-0.005521
1772335376.268596,671.183756,62.874203,137.092239,0.974429,0.220351,0.043558,-0.005960
1772335376.298597,671.466349,62.746274,137.090057,0.974478,0.220172,0.043309,-0.006405
1772335376.328598,671.748942,62.618401,137.087769,0.974530,0.220001,0.042940,-0.006827
1772335376.358598,672.031535,62.490582,137.085358,0.974577,0.219839,0.042630,-0.007274
1772335376.388599,672.314127,62.362805,137.082809,0.974626,0.219684,0.042230,-0.007691
