# t,x,y,z,qx,qy,qz,qw
1772335329.503599,269.900157,46.460075,25.430119,0.884232,-0.465033,0.027854,0.033193
1772335329.533599,270.060375,46.730335,25.469303,0.883861,-0.465755,0.027796,0.033000
1772335329.563600,270.220287,47.000701,25.508595,0.883491,-0.466469,0.027769,0.032845
1772335329.593601,270.379924,47.271171,25.547958,0.883126,-0.467180,0.027649,0.032662
1772335329.620601,270.523357,47.514678,25.583456,0.882798,-0.467812,0.027616,0.032508
1772335329.641602,270.634807,47.704120,25.611084,0.882549,-0.468304,0.027465,0.032329
1772335329.662602,270.746104,47.893608,25.638758,0.882296,-0.468788,0.027448,0.032236
1772335329.692603,270.904857,48.164379,25.678350,0.881936,-0.469474,0.027408,0.032112
1772335329.722604,271.063335,48.435234,25.718031,0.881581,-0.470155,0.027356,0.031963
1772335329.752604,271.221538,48.706176,25.757795,0.881228,-0.470831,0.027255,0.031813
1772335329.782605,271.379497,48.977195,25.797651,0.880878,-0.471500,0.027188,0.031661
1772335329.812605,271.537181,49.248287,25.837517,0.880534,-0.472170,0.026941,0.031465
1772335329.842606,271.694591,49.519443,25.877426,0.880189,-0.472828,0.026846,0.031302
1772335329.869607,271.836040,49.763534,25.913387,0.879881,-0.473417,0.026728,0.031170
1772335329.890607,271.945872,49.953422,25.941408,0.879640,-0.473869,0.026718,0.031114
1772335329.911608,272.055614,50.143341,25.969484,0.879400,-0.474316,0.026736,0.031066
1772335329.941608,272.212138,50.414703,26.009697,0.879059,-0.474954,0.026697,0.030996
1772335329.968609,272.352763,50.658989,26.045977,0.878758,-0.475524,0.026630,0.030873
1772335329.989609,272.461986,50.849022,26.074272,0.878521,-0.475961,0.026662,0.030852
1772335330.010610,272.571116,51.039085,26.102640,0.878285,-0.476394,0.026715,0.030824
1772335330.040610,272.726756,51.310657,26.143290,0.877951,-0.477012,0.026721,0.030779
1772335330.070611,272.882121,51.582286,26.184078,0.877621,-0.477625,0.026699,0.030686
1772335330.100612,273.037242,51.853981,26.225014,0.877292,-0.478232,0.026729,0.030633
1772335330.130612,273.192088,52.125724,26.266069,0.876967,-0.478835,0.026698,0.030539
1772335330.160613,273.346690,52.397529,26.307261,0.876644,-0.479431,0.026707,0.030472
1772335330.190614,273.501048,52.669384,26.348553,0.876325,-0.480025,0.026636,0.030352
1772335330.220614,273.655162,52.941288,26.389973,0.876006,-0.480610,0.026644,0.030273
1772335330.250615,273.808970,53.213245,26.431488,0.875693,-0.481193,0.026594,0.030149
1772335330.280615,273.962535,53.485248,26.473133,0.875379,-0.481766,0.026633,0.030055
1772335330.310616,274.115825,53.757293,26.514894,0.875069,-0.482337,0.026602,0.029948
1772335330.340617,274.268901,54.029384,26.556795,0.874761,-0.482901,0.026632,0.029848
1772335330.370617,274.421733,54.301517,26.598804,0.874458,-0.483461,0.026584,0.029702
1772335330.400618,274.574321,54.573692,26.640951,0.874156,-0.484012,0.026618,0.029574
1772335330.427619,274.711375,54.818683,26.678976,0.873888,-0.484506,0.026586,0.029429
1772335330.448619,274.817851,55.009254,26.708635,0.873679,-0.484883,0.026683,0.029364
1772335330.469620,274.924235,55.199840,26.738382,0.873470,-0.485256,0.026794,0.029308
1772335330.499620,275.075969,55.472145,26.781034,0.873176,-0.485786,0.026878,0.029197
1772335330.529621,275.227488,55.744488,26.823866,0.872887,-0.486311,0.026957,0.029041
1772335330.559621,275.378794,56.016868,26.866890,0.872599,-0.486827,0.027090,0.028910
1772335330.589622,275.529856,56.289284,26.910082,0.872317,-0.487339,0.027149,0.028739
1772335330.619623,275.680644,56.561729,26.953461,0.872038,-0.487842,0.027286,0.028551
1772335330.649623,275.831248,56.834213,26.996986,0.871764,-0.488341,0.027320,0.028337
1772335330.679624,275.981669,57.106727,27.040688,0.871493,-0.488830,0.027452,0.028117
1772335330.709625,276.131816,57.379261,27.084532,0.871228,-0.489314,0.027515,0.027872
1772335330.739625,276.281748,57.651821,27.128553,0.870965,-0.489787,0.027676,0.027624
1772335330.769626,276.431529,57.924400,27.172737,0.870707,-0.490255,0.027768,0.027357
1772335330.796626,276.566111,58.169739,27.212664,0.870478,-0.490666,0.027931,0.027119
1772335330.817627,276.670695,58.360557,27.243790,0.870305,-0.490985,0.027933,0.026862
1772335330.838627,276.775157,58.551391,27.275019,0.870130,-0.491296,0.028078,0.026695
1772335330.868628,276.924265,58.824028,27.319811,0.869884,-0.491730,0.028353,0.026447
1772335330.898629,277.073191,59.096664,27.364815,0.869644,-0.492157,0.028572,0.026158
1772335330.928629,277.221903,59.369305,27.410038,0.869411,-0.492575,0.028770,0.025802
1772335330.958630,277.370524,59.641979,27.455496,0.869182,-0.492983,0.028989,0.025490
1772335330.988631,277.518870,59.914638,27.501091,0.868962,-0.493386,0.029079,0.025079
1772335331.018631,277.667185,60.187275,27.546852,0.868745,-0.493773,0.029331,0.024689
1772335331.048632,277.815196,60.459911,27.592850,0.868533,-0.494150,0.029589,0.024309
1772335331.078632,277.963206,60.732548,27.639090,0.868327,-0.494514,0.029889,0.023871
1772335331.099633,278.066660,60.923393,27.671572,0.868189,-0.494766,0.030006,0.023532
1772335331.126633,278.199595,61.168743,27.713516,0.868011,-0.495077,0.030298,0.023200
1772335331.147634,278.302988,61.359562,27.746241,0.867881,-0.495314,0.030445,0.022802
1772335331.168634,278.406290,61.550369,27.779074,0.867750,-0.495545,0.030636,0.022507
1772335331.198635,278.553690,61.822929,27.826176,0.867568,-0.495864,0.030950,0.022051
1772335331.228636,278.701090,62.095451,27.873495,0.867396,-0.496171,0.031234,0.021538
1772335331.258636,278.848490,62.367943,27.921055,0.867227,-0.496465,0.031547,0.021072
1772335331.288637,278.995585,62.640392,27.968817,0.867069,-0.496749,0.031780,0.020546
1772335331.318638,279.142680,62.912792,28.016821,0.866914,-0.497017,0.032139,0.020027
1772335331.348638,279.289774,63.185143,28.065033,0.866768,-0.497275,0.032399,0.019506
1772335331.378639,279.436869,63.457436,28.113487,0.866627,-0.497519,0.032744,0.019001
1772335331.408639,279.583964,63.729672,28.162178,0.866494,-0.497752,0.033012,0.018487
1772335331.438640,279.731058,64.001835,28.211123,0.866366,-0.497971,0.033333,0.017991
1772335331.468641,279.877970,64.273930,28.260277,0.866248,-0.498179,0.033563,0.017467
1772335331.498641,280.024759,64.545948,28.309683,0.866134,-0.498372,0.033892,0.016957
1772335331.528642,280.171549,64.817890,28.359304,0.866029,-0.498553,0.034187,0.016425
1772335331.558643,280.318400,65.089748,28.409185,0.865928,-0.498721,0.034537,0.015933
1772335331.588643,280.465494,65.361515,28.459312,0.865835,-0.498878,0.034826,0.015424
1772335331.618644,280.612589,65.633183,28.509706,0.865747,-0.499024,0.035107,0.014992
1772335331.648645,280.759684,65.904751,28.560324,0.865669,-0.499158,0.035319,0.014496
1772335331.678645,280.906778,66.176212,28.611198,0.865594,-0.499280,0.035621,0.014062
1772335331.708646,281.053873,66.447559,28.662287,0.865528,-0.499391,0.035856,0.013613
1772335331.735646,281.186258,66.691685,28.708492,0.865469,-0.499479,0.036164,0.013256
1772335331.756647,281.289286,66.881497,28.744558,0.865432,-0.499542,0.036309,0.012910
1772335331.777647,281.392466,67.071247,28.780777,0.865392,-0.499598,0.036575,0.012651
1772335331.807648,281.539866,67.342213,28.832762,0.865340,-0.499671,0.036939,0.012342
1772335331.837649,281.687265,67.613072,28.885046,0.865293,-0.499732,0.037286,0.012022
1772335331.867649,281.834848,67.883801,28.937634,0.865255,-0.499783,0.037618,0.011683
1772335331.897650,281.982553,68.154415,28.990534,0.865220,-0.499823,0.037970,0.011386
1772335331.927650,282.130259,68.424908,29.043703,0.865194,-0.499856,0.038212,0.011075
1772335331.954651,282.263468,68.668232,29.091818,0.865173,-0.499874,0.038549,0.010796
1772335331.975652,282.367075,68.857418,29.129375,0.865163,-0.499884,0.038685,0.010556
1772335331.996652,282.470713,69.046543,29.167088,0.865150,-0.499890,0.038938,0.010430
1772335332.026653,282.619028,69.316609,29.221228,0.865135,-0.499887,0.039366,0.010207
1772335332.056653,282.767374,69.586552,29.275700,0.865127,-0.499878,0.039708,0.010030
1772335332.086654,282.915995,69.856365,29.330481,0.865126,-0.499858,0.040047,0.009793
1772335332.116655,283.064707,70.126049,29.385592,0.865127,-0.499830,0.040399,0.009639
1772335332.146655,283.213632,70.395611,29.441015,0.865137,-0.499791,0.040733,0.009391
1772335332.173656,283.347818,70.638104,29.491163,0.865147,-0.499751,0.041032,0.009271
1772335332.194656,283.452280,70.826641,29.530310,0.865163,-0.499715,0.041177,0.009061
1772335332.215657,283.556833,71.015118,29.569620,0.865175,-0.499674,0.041440,0.008970
1772335332.245657,283.706369,71.284252,29.626057,0.865195,-0.499605,0.041885,0.008829
1772335332.275658,283.856180,71.553280,29.682823,0.865223,-0.499531,0.042216,0.008697
1772335332.302659,283.991129,71.795292,29.734171,0.865256,-0.499457,0.042467,0.008504
1772335332.323659,284.096231,71.983456,29.774307,0.865279,-0.499394,0.042740,0.008424
1772335332.353660,284.246591,72.252163,29.831936,0.865317,-0.499296,0.043146,0.008306
1772335332.380660,284.382089,72.493901,29.884106,0.865354,-0.499201,0.043511,0.008204
1772335332.401661,284.487619,72.681851,29.924902,0.865385,-0.499121,0.043825,0.008132
1772335332.422661,284.593301,72.869747,29.965900,0.865417,-0.499037,0.044160,0.008076
1772335332.452662,284.744455,73.138081,30.024776,0.865472,-0.498912,0.044527,0.007944
1772335332.482662,284.895853,73.406300,30.083971,0.865537,-0.498778,0.044800,0.007748
1772335332.512663,285.047525,73.674420,30.143484,0.865605,-0.498635,0.045100,0.007559
1772335332.542664,285.199503,73.942410,30.203243,0.865683,-0.498485,0.045292,0.007323
1772335332.572664,285.351755,74.210293,30.263258,0.865765,-0.498327,0.045510,0.007109
1772335332.593665,285.458475,74.397732,30.305391,0.865830,-0.498210,0.045593,0.006874
1772335332.620665,285.595895,74.638646,30.359743,0.865909,-0.498056,0.045802,0.006704
1772335332.641666,285.702920,74.825955,30.402105,0.865981,-0.497930,0.045834,0.006437
1772335332.662666,285.810129,75.013188,30.444557,0.866053,-0.497802,0.045887,0.006249
1772335332.692667,285.963480,75.280560,30.505362,0.866160,-0.497608,0.046023,0.005923
1772335332.722667,286.117105,75.547795,30.566303,0.866275,-0.497410,0.046041,0.005607
1772335332.752668,286.271036,75.814892,30.627417,0.866392,-0.497201,0.046141,0.005277
1772335332.782669,286.425271,76.081837,30.688665,0.866517,-0.496985,0.046155,0.004910
1772335332.812670,286.579782,76.348629,30.750069,0.866645,-0.496761,0.046190,0.004583
1772335332.842670,286.734598,76.615262,30.811573,0.866783,-0.496529,0.046135,0.004186
1772335332.872671,286.889718,76.881733,30.873211,0.866922,-0.496289,0.046141,0.003824
1772335332.902671,287.045144,77.148022,30.934931,0.867070,-0.496041,0.046063,0.003427
1772335332.932672,287.200876,77.414135,30.996778,0.867218,-0.495786,0.046041,0.003074
1772335332.962673,287.356912,77.680058,31.058720,0.867375,-0.495521,0.045964,0.002643
1772335332.992673,287.513284,77.945790,31.120775,0.867533,-0.495251,0.045900,0.002293
1772335333.022674,287.669961,78.211323,31.182898,0.867701,-0.494972,0.045768,0.001851
1772335333.052675,287.826944,78.476651,31.245125,0.867869,-0.494687,0.045679,0.001477
1772335333.082675,287.984231,78.741765,31.307415,0.868045,-0.494393,0.045530,0.001050
1772335333.109676,288.126077,78.980176,31.363569,0.868202,-0.494123,0.045471,0.000727
1772335333.130676,288.236551,79.165478,31.407274,0.868332,-0.493908,0.045312,0.000401
1772335333.151677,288.347207,79.350674,31.451046,0.868458,-0.493689,0.045301,0.000135
1772335333.181677,288.505533,79.615025,31.513676,0.868640,-0.493372,0.045254,-0.000184
1772335333.211678,288.664193,79.879140,31.576445,0.868827,-0.493046,0.045215,-0.000559
1772335333.241678,288.823190,80.143002,31.639339,0.869020,-0.492713,0.045122,-0.000926
1772335333.271679,288.982522,80.406613,31.702374,0.869216,-0.492375,0.045052,-0.001264
1772335333.301680,289.142190,80.669964,31.765503,0.869418,-0.492027,0.044938,-0.001659
1772335333.331681,289.302194,80.933041,31.828764,0.869621,-0.491674,0.044869,-0.001998
1772335333.361681,289.462503,81.195843,31.892120,0.869829,-0.491313,0.044762,-0.002367
1772335333.391682,289.623147,81.458371,31.955614,0.870038,-0.490945,0.044728,-0.002684
1772335333.421682,289.784127,81.720616,32.019234,0.870252,-0.490568,0.044665,-0.003058
1772335333.451683,289.945443,81.982564,32.082996,0.870467,-0.490187,0.044637,-0.003349
1772335333.481684,290.107095,82.244221,32.146873,0.870689,-0.489798,0.044540,-0.003697
1772335333.511684,290.269082,82.505574,32.210903,0.870910,-0.489401,0.044558,-0.004011
1772335333.541685,290.431436,82.766621,32.275055,0.871139,-0.489000,0.044476,-0.004302
1772335333.571686,290.594155,83.027364,32.339375,0.871366,-0.488590,0.044497,-0.004587
1772335333.601686,290.757211,83.287785,32.403839,0.871599,-0.488173,0.044466,-0.004895
1772335333.631687,290.920602,83.547887,32.468475,0.871834,-0.487752,0.044465,-0.005142
1772335333.661688,291.084359,83.807675,32.533241,0.872076,-0.487321,0.044405,-0.005462
1772335333.691688,291.248452,84.067136,32.598179,0.872318,-0.486884,0.044408,-0.005734
1772335333.721689,291.412911,84.326253,32.663242,0.872568,-0.486442,0.044306,-0.006007
1772335333.748689,291.561227,84.559178,32.721928,0.872791,-0.486038,0.044307,-0.006234
1772335333.769690,291.676797,84.740155,32.767632,0.872972,-0.485719,0.044205,-0.006488
1772335333.790690,291.792550,84.920956,32.813427,0.873150,-0.485397,0.044198,-0.006676
1772335333.820691,291.958199,85.178952,32.878967,0.873406,-0.484935,0.044178,-0.006884
1772335333.850692,292.124215,85.436597,32.944672,0.873667,-0.484465,0.044147,-0.007137
1772335333.880692,292.290597,85.693890,33.010513,0.873934,-0.483988,0.044034,-0.007426
1772335333.910693,292.457345,85.950818,33.076492,0.874204,-0.483508,0.043913,-0.007659
1772335333.940694,292.624429,86.207394,33.142548,0.874482,-0.483018,0.043725,-0.007994
1772335333.970694,292.791879,86.463590,33.208714,0.874760,-0.482524,0.043552,-0.008267
1772335334.000695,292.959664,86.719403,33.274921,0.875046,-0.482025,0.043286,-0.008576
1772335334.030695,293.127847,86.974835,33.341209,0.875330,-0.481520,0.043097,-0.008858
1772335334.057696,293.279488,87.204396,33.400890,0.875593,-0.481059,0.042840,-0.009187
1772335334.078696,293.397622,87.382710,33.447353,0.875796,-0.480699,0.042685,-0.009374
1772335334.099697,293.515969,87.560834,33.493866,0.875997,-0.480338,0.042586,-0.009533
1772335334.129698,293.685281,87.814954,33.560387,0.876289,-0.479815,0.042416,-0.009804
1772335334.159698,293.854958,88.068669,33.626991,0.876587,-0.479289,0.042152,-0.010081
1772335334.189699,294.025002,88.321965,33.693695,0.876884,-0.478758,0.041939,-0.010322
1772335334.219699,294.195382,88.574841,33.760448,0.877187,-0.478222,0.041654,-0.010607
1772335334.249700,294.366097,88.827283,33.827293,0.877488,-0.477682,0.041432,-0.010845
1772335334.276701,294.520028,89.054120,33.887505,0.877764,-0.477192,0.041172,-0.011083
1772335334.297701,294.639931,89.230306,33.934406,0.877974,-0.476809,0.041092,-0.011225
1772335334.318702,294.760018,89.406270,33.981384,0.878185,-0.476426,0.041009,-0.011316
1772335334.348702,294.931893,89.657277,34.048622,0.878489,-0.475872,0.040875,-0.011517
1772335334.375703,295.086861,89.882802,34.109253,0.878766,-0.475371,0.040705,-0.011670
1772335334.396703,295.207558,90.057965,34.156525,0.878978,-0.474980,0.040674,-0.011763
1772335334.417704,295.328469,90.232907,34.203903,0.879190,-0.474587,0.040657,-0.011825
1772335334.447704,295.501443,90.482442,34.271782,0.879495,-0.474021,0.040622,-0.011962
1772335334.477705,295.674813,90.731526,34.339859,0.879805,-0.473451,0.040521,-0.012072
1772335334.507706,295.848519,90.980161,34.408173,0.880113,-0.472878,0.040490,-0.012160
1772335334.537706,296.022591,91.228337,34.476704,0.880425,-0.472298,0.040443,-0.012324
1772335334.564707,296.179543,91.451314,34.538589,0.880705,-0.471775,0.040426,-0.012367
1772335334.585707,296.301796,91.624486,34.586823,0.880929,-0.471363,0.040316,-0.012503
1772335334.606708,296.424202,91.797437,34.635189,0.881146,-0.470949,0.040366,-0.012572
1772335334.636708,296.599434,92.044118,34.704533,0.881457,-0.470355,0.040487,-0.012663
1772335334.666709,296.775002,92.290341,34.774155,0.881774,-0.469756,0.040521,-0.012743
1772335334.696710,296.950936,92.536107,34.844044,0.882093,-0.469148,0.040553,-0.012924
1772335334.726710,297.127205,92.781415,34.914223,0.882414,-0.468536,0.040613,-0.013051
1772335334.756711,297.303841,93.026265,34.984638,0.882740,-0.467915,0.040609,-0.013251
1772335334.786711,297.480843,93.270650,35.055317,0.883066,-0.467289,0.040685,-0.013430
1772335334.816712,297.658211,93.514569,35.126240,0.883398,-0.466652,0.040705,-0.013712
1772335334.846713,297.835945,93.758023,35.197403,0.883731,-0.466011,0.040736,-0.013923
1772335334.876714,298.014046,94.001012,35.268768,0.884070,-0.465356,0.040738,-0.014282
1772335334.906714,298.192482,94.243520,35.340366,0.884411,-0.464696,0.040775,-0.014590
1772335334.936715,298.371315,94.485547,35.412148,0.884759,-0.464024,0.040737,-0.014969
1772335334.966715,298.550515,94.727094,35.484135,0.885107,-0.463344,0.040772,-0.015340
1772335334.996716,298.730080,94.968152,35.556309,0.885461,-0.462651,0.040774,-0.015830
1772335335.026717,298.910012,95.208707,35.628674,0.885819,-0.461951,0.040779,-0.016233
1772335335.056717,299.090309,95.448751,35.701176,0.886184,-0.461235,0.040724,-0.016780
1772335335.086718,299.271034,95.688291,35.773861,0.886550,-0.460511,0.040743,-0.017288
1772335335.116719,299.452126,95.927320,35.846676,0.886923,-0.459773,0.040704,-0.017851
1772335335.146719,299.633583,96.165815,35.919655,0.887299,-0.459026,0.040709,-0.018382
1772335335.173720,299.797219,96.380010,35.985455,0.887644,-0.458339,0.040662,-0.018971
1772335335.194720,299.924751,96.546300,36.036736,0.887911,-0.457804,0.040713,-0.019311
1772335335.215721,300.052468,96.712323,36.088112,0.888178,-0.457259,0.040800,-0.019719
1772335335.236721,300.180397,96.878072,36.139584,0.888448,-0.456709,0.040879,-0.020121
1772335335.266722,300.363442,97.114385,36.213223,0.888850,-0.455909,0.040743,-0.020794
1772335335.293722,300.528572,97.326581,36.279598,0.889213,-0.455181,0.040671,-0.021339
